image,label
"[[[160 160 166]
  [154 156 163]
  [148 151 159]
  ...
  [ 71  75  64]
  [ 69  73  62]
  [ 71  75  64]]

 [[166 164 168]
  [147 150 154]
  [153 157 162]
  ...
  [ 72  76  65]
  [ 73  77  66]
  [ 76  80  69]]

 [[161 160 162]
  [152 154 158]
  [151 156 159]
  ...
  [ 76  80  69]
  [ 83  87  76]
  [ 91  95  84]]

 ...

 [[116 111 108]
  [120 114 111]
  [124 115 112]
  ...
  [109 115 104]
  [108 114 103]
  [108 113 103]]

 [[116 113 109]
  [121 115 112]
  [125 116 112]
  ...
  [109 114 104]
  [107 112 101]
  [106 112 100]]

 [[116 113 109]
  [120 113 110]
  [121 112 109]
  ...
  [105 111 100]
  [105 111 100]
  [107 113 102]]]",0
"[[[148 154 159]
  [148 154 159]
  [148 154 159]
  ...
  [ 95 106 114]
  [ 95 106 114]
  [ 99 110 117]]

 [[149 155 160]
  [149 155 160]
  [149 155 160]
  ...
  [ 96 107 115]
  [ 95 106 114]
  [ 99 110 118]]

 [[149 155 160]
  [149 155 160]
  [149 155 160]
  ...
  [ 97 108 116]
  [ 96 107 115]
  [100 111 119]]

 ...

 [[ 94 123 138]
  [ 95 124 139]
  [ 95 124 139]
  ...
  [ 95 125 141]
  [ 94 125 140]
  [ 97 128 143]]

 [[ 97 126 141]
  [ 97 126 141]
  [ 98 127 142]
  ...
  [ 99 128 144]
  [ 98 128 143]
  [101 132 147]]

 [[100 129 144]
  [100 129 144]
  [100 129 144]
  ...
  [102 130 147]
  [102 131 146]
  [106 135 149]]]",0
"[[[14  5  8]
  [14  4 12]
  [14  6 18]
  ...
  [13 11 22]
  [ 3  1  1]
  [ 5  4  0]]

 [[11  5  8]
  [15  7 15]
  [14  8 20]
  ...
  [ 9  9 20]
  [ 3  2  2]
  [ 1  2  0]]

 [[10  6 14]
  [13  8 19]
  [12  7 20]
  ...
  [13 12 25]
  [ 2  1  1]
  [ 2  0  0]]

 ...

 [[ 2  0  0]
  [ 3  1  1]
  [ 2  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 2  0  0]
  [ 3  1  1]
  [ 3  1  1]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 2  0  0]
  [ 2  0  0]
  [ 2  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",0
"[[[  5  17  18]
  [  9  21  26]
  [  9  21  25]
  ...
  [ 97 122 153]
  [102 120 152]
  [ 96 122 149]]

 [[  2  20  27]
  [  9  27  33]
  [  4  20  26]
  ...
  [101 122 150]
  [ 95 120 152]
  [ 97 120 151]]

 [[  7  26  34]
  [  4  24  29]
  [  5  23  27]
  ...
  [103 122 154]
  [107 121 154]
  [112 120 151]]

 ...

 [[ 23  95 143]
  [ 38 103 166]
  [ 55 137 187]
  ...
  [ 73 105 131]
  [ 71 107 137]
  [ 69 106 137]]

 [[ 13  70 124]
  [ 14 100 148]
  [ 68 137 185]
  ...
  [ 68 101 134]
  [ 75 111 139]
  [ 79 107 134]]

 [[ 11  66 116]
  [ 20  81 139]
  [ 51 129 181]
  ...
  [ 79 109 140]
  [ 74 102 133]
  [ 78 102 133]]]",0
"[[[  4   9   7]
  [  3   9   8]
  [  1  11  11]
  ...
  [ 15  20  19]
  [ 11  17  16]
  [ 12  23  20]]

 [[  4   9   7]
  [  3   9   8]
  [  1  10   9]
  ...
  [ 20  25  24]
  [ 14  20  19]
  [ 23  34  31]]

 [[  2   9   4]
  [  3  10   6]
  [  2  10   7]
  ...
  [ 22  27  26]
  [ 12  18  17]
  [ 19  30  26]]

 ...

 [[ 71 106 116]
  [ 74 109 120]
  [ 71 106 119]
  ...
  [ 52  89 105]
  [ 49  85 101]
  [ 46  82  98]]

 [[ 66 101 110]
  [ 68 103 113]
  [ 68 103 114]
  ...
  [ 54  90 106]
  [ 50  86 102]
  [ 46  82  98]]

 [[ 59  95 103]
  [ 61  96 106]
  [ 62  98 107]
  ...
  [ 54  91 107]
  [ 50  86 102]
  [ 48  82  98]]]",0
"[[[ 55  36  49]
  [ 55  34  50]
  [ 53  32  47]
  ...
  [ 29  29  40]
  [ 20  15  31]
  [ 25  18  39]]

 [[ 52  25  46]
  [ 58  29  54]
  [ 62  33  58]
  ...
  [ 21  18  33]
  [ 24  19  34]
  [ 29  23  41]]

 [[ 68  38  64]
  [ 69  38  65]
  [ 70  40  68]
  ...
  [ 23  20  36]
  [ 24  18  36]
  [ 28  22  39]]

 ...

 [[110 120 124]
  [116 128 134]
  [121 129 136]
  ...
  [122 135 143]
  [120 134 140]
  [121 134 140]]

 [[114 126 132]
  [117 127 134]
  [121 129 136]
  ...
  [124 137 145]
  [123 136 144]
  [125 137 143]]

 [[114 127 133]
  [118 129 136]
  [122 128 135]
  ...
  [127 139 145]
  [123 137 143]
  [120 134 140]]]",0
"[[[ 92 164 233]
  [ 90 164 232]
  [ 90 164 232]
  ...
  [ 90 163 233]
  [ 90 164 232]
  [ 92 164 232]]

 [[ 90 164 232]
  [208 219 239]
  [209 218 239]
  ...
  [204 209 234]
  [204 207 235]
  [ 92 164 232]]

 [[ 91 163 232]
  [244 234 238]
  [245 235 239]
  ...
  [239 219 234]
  [238 220 235]
  [ 89 164 233]]

 ...

 [[ 90 164 232]
  [108  87  94]
  [109  81  79]
  ...
  [ 69 126 255]
  [ 75 126 254]
  [ 90 164 232]]

 [[ 89 164 232]
  [103 103 115]
  [101  94 108]
  ...
  [ 78 137 250]
  [ 79 135 249]
  [ 90 163 233]]

 [[ 90 164 232]
  [ 90 164 232]
  [ 89 164 233]
  ...
  [ 89 164 233]
  [ 89 164 233]
  [ 89 164 233]]]",0
"[[[  2   6   1]
  [  2   4   3]
  [ 19  24  35]
  ...
  [ 42  83 142]
  [ 22  55 138]
  [ 22  46  98]]

 [[  2   4   4]
  [  3   4   6]
  [ 26  30  44]
  ...
  [ 44  86 147]
  [ 19  53 132]
  [ 23  50 100]]

 [[  1   2   6]
  [  2   2   8]
  [ 26  28  45]
  ...
  [ 44  87 151]
  [ 15  49 123]
  [ 24  55 105]]

 ...

 [[ 37  71 134]
  [ 19  44  98]
  [ 18  38  86]
  ...
  [ 15  24  61]
  [ 12  24  58]
  [ 11  23  56]]

 [[ 16  38  86]
  [ 13  28  70]
  [ 26  40  85]
  ...
  [ 15  21  59]
  [ 12  21  55]
  [ 11  21  50]]

 [[ 12  23  56]
  [ 10  16  48]
  [ 15  26  67]
  ...
  [ 13  19  57]
  [ 12  19  52]
  [ 11  19  48]]]",0
"[[[ 95 138 160]
  [ 95 139 156]
  [ 99 140 161]
  ...
  [ 35  61  76]
  [ 27  49  61]
  [ 22  39  46]]

 [[104 139 147]
  [106 152 170]
  [ 98 144 167]
  ...
  [ 24  46  58]
  [ 22  37  46]
  [  9  20  24]]

 [[ 54  96  89]
  [115 156 171]
  [106 149 170]
  ...
  [ 19  34  41]
  [  7  15  19]
  [  6  11  11]]

 ...

 [[ 24  74  81]
  [ 44 100 109]
  [ 52 121 139]
  ...
  [ 24  37   0]
  [ 21  35   2]
  [ 13  22   3]]

 [[ 11  65  82]
  [ 11  57  77]
  [ 59 137 177]
  ...
  [ 23  35   0]
  [ 22  31   6]
  [  8  10   3]]

 [[ 45 122 162]
  [ 67 153 191]
  [ 18  97 146]
  ...
  [ 22  33   1]
  [ 13  19   1]
  [  2   3   0]]]",0
"[[[ 21  54  92]
  [ 22  56 100]
  [ 18  47  89]
  ...
  [ 27  61 100]
  [ 23  56  95]
  [ 29  57  92]]

 [[ 27  60 100]
  [ 25  63 107]
  [ 29  66 111]
  ...
  [ 29  60 100]
  [ 23  57  93]
  [ 23  54  89]]

 [[ 25  60 104]
  [ 24  67 114]
  [ 32  75 120]
  ...
  [ 26  63 101]
  [ 22  59  93]
  [ 23  55  93]]

 ...

 [[ 34  83 138]
  [ 35  85 138]
  [ 38  89 146]
  ...
  [ 25  56 100]
  [ 22  49  93]
  [ 19  44  82]]

 [[ 34  84 137]
  [ 37  87 145]
  [ 35  92 146]
  ...
  [ 24  56 100]
  [ 21  47  93]
  [ 23  46  84]]

 [[ 33  83 136]
  [ 34  88 139]
  [ 37  95 147]
  ...
  [ 24  57 101]
  [ 19  47  92]
  [ 22  49  83]]]",0
"[[[169 164 161]
  [169 164 161]
  [169 164 161]
  ...
  [157 218 228]
  [158 217 228]
  [159 216 228]]

 [[169 164 161]
  [169 164 161]
  [169 164 161]
  ...
  [155 220 231]
  [152 217 228]
  [153 216 230]]

 [[169 164 161]
  [169 164 161]
  [169 164 161]
  ...
  [157 216 230]
  [162 219 231]
  [161 216 229]]

 ...

 [[ 80  85  94]
  [ 77  82  91]
  [ 88  93 102]
  ...
  [125 200 208]
  [124 199 207]
  [123 198 206]]

 [[ 83  89  98]
  [ 87  92 101]
  [ 95 100 109]
  ...
  [125 199 208]
  [124 199 207]
  [123 198 206]]

 [[ 98 103 112]
  [ 91  96 106]
  [ 84  89  98]
  ...
  [124 199 208]
  [124 199 207]
  [123 198 206]]]",0
"[[[163 131 101]
  [131  99  74]
  [117  85  66]
  ...
  [133 103  91]
  [152 133 111]
  [207 195 166]]

 [[157 129 107]
  [147 118 100]
  [124  94  82]
  ...
  [142 106  97]
  [142 116  98]
  [216 197 173]]

 [[117  88  78]
  [106  77  69]
  [111  80  77]
  ...
  [149 108 102]
  [129  98  81]
  [218 195 172]]

 ...

 [[ 60  71  83]
  [ 30  40  47]
  [ 61  67  65]
  ...
  [111 166 228]
  [116 171 237]
  [ 81 136 210]]

 [[ 67 122 176]
  [ 79 133 182]
  [ 81 132 172]
  ...
  [136 195 252]
  [113 172 232]
  [ 65 124 197]]

 [[ 61 122 187]
  [ 56 119 179]
  [ 59 126 181]
  ...
  [133 186 235]
  [108 165 219]
  [ 95 151 219]]]",0
"[[[ 85 105 122]
  [ 85 105 122]
  [ 83 103 120]
  ...
  [ 48  92 133]
  [ 48  92 133]
  [ 48  92 133]]

 [[ 85 105 122]
  [ 84 104 121]
  [ 83 103 120]
  ...
  [ 48  92 133]
  [ 48  92 133]
  [ 48  92 133]]

 [[ 84 104 121]
  [ 84 104 121]
  [ 82 102 119]
  ...
  [ 47  91 132]
  [ 47  91 132]
  [ 47  91 132]]

 ...

 [[ 99 111 121]
  [ 99 111 121]
  [ 97 112 121]
  ...
  [ 51  71  86]
  [ 34  51  63]
  [  3  17  29]]

 [[ 99 111 121]
  [ 98 111 121]
  [ 97 112 121]
  ...
  [ 49  71  84]
  [ 33  51  63]
  [  1  17  26]]

 [[ 99 111 121]
  [ 99 111 121]
  [ 97 112 121]
  ...
  [ 49  72  85]
  [ 32  51  62]
  [  1  16  26]]]",0
"[[[ 93 149 126]
  [ 93 149 126]
  [ 93 149 126]
  ...
  [  1  27   6]
  [  1  21   2]
  [  0  13   0]]

 [[ 92 148 125]
  [ 92 148 125]
  [ 92 148 125]
  ...
  [ 12  39  18]
  [ 10  32  13]
  [  6  25   8]]

 [[ 92 148 124]
  [ 92 148 124]
  [ 92 148 124]
  ...
  [ 19  48  26]
  [  8  32  12]
  [  4  24   5]]

 ...

 [[ 92 144 159]
  [ 88 140 156]
  [ 88 140 156]
  ...
  [  6  25  52]
  [  8  25  52]
  [  8  25  52]]

 [[ 97 149 165]
  [ 86 138 154]
  [ 85 137 153]
  ...
  [  6  24  51]
  [  8  25  52]
  [  8  25  52]]

 [[ 97 149 166]
  [ 85 137 153]
  [ 83 135 151]
  ...
  [  6  24  51]
  [  8  25  52]
  [  8  25  52]]]",0
"[[[ 46  99 132]
  [ 11  83 103]
  [ 39  83 117]
  ...
  [ 73  75  75]
  [ 70  75  78]
  [ 68  71  76]]

 [[ 43  92 130]
  [ 16  85 108]
  [ 43  88 119]
  ...
  [ 74  74  79]
  [ 69  75  76]
  [ 67  71  72]]

 [[ 48  97 131]
  [ 23  92 112]
  [ 42  79 113]
  ...
  [ 76  77  80]
  [ 79  78  82]
  [ 83  79  85]]

 ...

 [[ 62  83 104]
  [ 61  82  97]
  [ 59  84 104]
  ...
  [ 29  93 143]
  [ 28  84 133]
  [ 26  79 129]]

 [[ 63  86 101]
  [ 59  79  96]
  [ 53  84  99]
  ...
  [ 29  81 133]
  [ 25  76 130]
  [ 23  69 120]]

 [[ 58  77 103]
  [ 66  85 106]
  [ 55  77  98]
  ...
  [ 29  60 105]
  [ 26  50  92]
  [ 22  40  74]]]",0
"[[[112 166 191]
  [116 166 188]
  [112 167 188]
  ...
  [133 174 176]
  [139 172 177]
  [136 172 180]]

 [[113 166 187]
  [111 166 188]
  [114 166 189]
  ...
  [142 173 182]
  [138 174 182]
  [139 175 183]]

 [[115 166 186]
  [111 167 191]
  [109 164 194]
  ...
  [141 180 182]
  [141 177 186]
  [140 175 189]]

 ...

 [[191 149 132]
  [182 148 125]
  [185 150 130]
  ...
  [125 177 217]
  [133 179 216]
  [147 176 212]]

 [[189 150 128]
  [186 147 125]
  [183 142 120]
  ...
  [141 185 214]
  [150 171 200]
  [113 136 173]]

 [[190 149 127]
  [203 160 139]
  [183 140 119]
  ...
  [145 177 206]
  [113 137 170]
  [114 167 208]]]",0
"[[[ 35  98 202]
  [ 32  79 179]
  [ 26  37  75]
  ...
  [179 206 220]
  [184 210 222]
  [180 205 215]]

 [[ 36  99 203]
  [ 32  79 179]
  [ 27  39  77]
  ...
  [179 206 220]
  [182 210 221]
  [170 192 204]]

 [[ 36  99 203]
  [ 32  79 179]
  [ 26  39  74]
  ...
  [181 208 222]
  [183 211 222]
  [174 196 208]]

 ...

 [[ 68  78 108]
  [ 69  79 109]
  [ 53  69 111]
  ...
  [ 49  88 149]
  [ 59  74 124]
  [ 59  89 138]]

 [[ 66  77 105]
  [ 69  80 108]
  [ 67  79 106]
  ...
  [ 68  81 123]
  [ 66  92 139]
  [ 59  84 146]]

 [[ 65  76 104]
  [ 66  77 105]
  [ 65  76 105]
  ...
  [ 57  84 133]
  [ 61  85 132]
  [ 65  89 139]]]",0
"[[[28 43 50]
  [ 3  7  5]
  [ 6  6  6]
  ...
  [58 72 86]
  [58 73 89]
  [57 73 90]]

 [[ 2  8  7]
  [11  8  8]
  [ 5  7  7]
  ...
  [58 73 85]
  [60 74 90]
  [58 72 88]]

 [[ 7  7  7]
  [ 5  5  5]
  [ 8  8  8]
  ...
  [58 74 90]
  [58 75 88]
  [59 72 89]]

 ...

 [[33 39 62]
  [34 42 65]
  [37 41 66]
  ...
  [14 22 39]
  [13 21 38]
  [13 20 36]]

 [[34 42 63]
  [34 40 65]
  [34 41 62]
  ...
  [11 21 31]
  [12 21 34]
  [11 18 33]]

 [[33 40 58]
  [35 41 65]
  [34 40 63]
  ...
  [12 18 30]
  [15 21 34]
  [14 18 29]]]",0
"[[[148 153 142]
  [146 153 136]
  [147 150 131]
  ...
  [148 143 132]
  [146 144 134]
  [135 133 124]]

 [[143 156 136]
  [148 155 142]
  [148 150 142]
  ...
  [125 116 114]
  [139 132 129]
  [141 130 124]]

 [[146 154 137]
  [149 154 140]
  [152 154 141]
  ...
  [125 123 113]
  [128 124 123]
  [122 122 112]]

 ...

 [[ 24  53  89]
  [ 17  64 114]
  [ 24  73 131]
  ...
  [ 50  72  94]
  [ 42  68  87]
  [ 51  73  91]]

 [[ 18  56  91]
  [ 20  61 112]
  [ 29  77 130]
  ...
  [ 58  77  95]
  [ 46  65  88]
  [ 41  65  89]]

 [[ 25  55  91]
  [ 10  50  97]
  [ 27  73 126]
  ...
  [ 55  73  98]
  [ 51  72  94]
  [ 46  65  92]]]",0
"[[[168 231 245]
  [167 230 244]
  [166 229 243]
  ...
  [145 168 169]
  [145 168 169]
  [143 167 168]]

 [[171 230 245]
  [171 230 245]
  [172 231 246]
  ...
  [138 161 163]
  [139 162 164]
  [139 160 162]]

 [[170 231 245]
  [168 229 243]
  [170 231 245]
  ...
  [139 164 163]
  [139 162 164]
  [141 159 165]]

 ...

 [[  0  31  84]
  [  0  13  57]
  [  0   4  13]
  ...
  [ 36  62  81]
  [ 35  54  91]
  [ 35  55  85]]

 [[  0  34  85]
  [  6  21  70]
  [  0   8  12]
  ...
  [ 41  68  81]
  [ 32  53  84]
  [ 31  56  81]]

 [[  4  36  94]
  [  0  18  58]
  [  0   8  13]
  ...
  [ 47  70  87]
  [ 40  57  95]
  [ 31  53  80]]]",0
"[[[33 27 19]
  [33 27 18]
  [33 31 21]
  ...
  [60 44 28]
  [55 45 25]
  [59 42 23]]

 [[33 27 19]
  [33 26 17]
  [32 31 21]
  ...
  [67 50 36]
  [66 57 38]
  [66 57 39]]

 [[33 27 18]
  [36 30 21]
  [33 31 21]
  ...
  [82 31 16]
  [34 19  9]
  [38 18 10]]

 ...

 [[ 2 27 20]
  [ 7 12 10]
  [ 5  6  2]
  ...
  [ 6  5  1]
  [ 5  6  2]
  [ 2  3  1]]

 [[15 47 39]
  [ 8 12 12]
  [ 7  5  5]
  ...
  [ 5  6  4]
  [ 2  3  1]
  [ 1  2  0]]

 [[20 39 33]
  [ 2  4  4]
  [ 3  3  3]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 1  1  1]]]",0
"[[[ 6  9  9]
  [ 4  8  7]
  [ 3  8  7]
  ...
  [ 3  4  3]
  [ 3  5  5]
  [ 5  9 10]]

 [[ 5  9  9]
  [ 5  8  8]
  [ 2  7  7]
  ...
  [ 1  3  3]
  [ 0  3  1]
  [ 7  8  8]]

 [[ 5  9  9]
  [ 5  9  8]
  [ 2  7  6]
  ...
  [ 1  3  2]
  [ 2  4  3]
  [15 17 17]]

 ...

 [[ 0  3  6]
  [ 0  4  4]
  [ 0  4  5]
  ...
  [ 1  5  6]
  [ 2  4  8]
  [ 2  4  7]]

 [[ 1  6  8]
  [ 2  6  9]
  [ 2  6 10]
  ...
  [ 1  6  7]
  [ 0  4  7]
  [ 1  5  6]]

 [[ 0  5  6]
  [ 1  5  6]
  [ 2  6  7]
  ...
  [ 1  5  6]
  [ 0  4  5]
  [ 1  6  5]]]",0
"[[[118 110 110]
  [120 113 113]
  [120 114 115]
  ...
  [180 166 156]
  [174 158 152]
  [137 129 129]]

 [[120 111 112]
  [120 112 113]
  [120 113 114]
  ...
  [178 164 158]
  [177 159 156]
  [139 130 130]]

 [[117 111 112]
  [116 111 112]
  [116 114 114]
  ...
  [183 165 158]
  [175 159 153]
  [141 131 131]]

 ...

 [[ 26  27  31]
  [ 68  58  51]
  [ 61  56  50]
  ...
  [161 161 159]
  [ 72  74  74]
  [ 96 101  99]]

 [[ 29  30  32]
  [ 65  55  49]
  [ 59  55  47]
  ...
  [122 111 105]
  [140 129 127]
  [146 148 147]]

 [[ 33  32  32]
  [ 64  53  49]
  [ 53  50  42]
  ...
  [ 81  72  68]
  [100  85  81]
  [114 101  99]]]",0
"[[[199 232 228]
  [196 233 229]
  [199 235 231]
  ...
  [ 90 134 165]
  [ 91 132 164]
  [ 87 129 162]]

 [[200 235 231]
  [199 235 231]
  [198 234 230]
  ...
  [ 85 131 163]
  [ 87 131 163]
  [ 84 128 161]]

 [[199 236 232]
  [201 234 230]
  [199 235 231]
  ...
  [ 83 130 162]
  [ 84 128 162]
  [ 86 131 164]]

 ...

 [[ 87 125 129]
  [ 85 121 124]
  [ 89 128 130]
  ...
  [212 254 253]
  [221 253 254]
  [226 253 253]]

 [[ 95 135 136]
  [ 91 131 129]
  [ 99 137 135]
  ...
  [198 254 253]
  [206 254 255]
  [214 252 254]]

 [[102 145 143]
  [101 139 143]
  [108 145 145]
  ...
  [183 253 252]
  [193 253 255]
  [205 254 254]]]",0
"[[[ 38  55  76]
  [ 38  55  77]
  [ 40  56  79]
  ...
  [ 43  65  93]
  [ 38  60  88]
  [ 38  60  88]]

 [[ 38  56  77]
  [ 39  57  79]
  [ 41  58  81]
  ...
  [ 42  64  92]
  [ 38  60  88]
  [ 38  60  88]]

 [[ 35  57  77]
  [ 36  58  79]
  [ 38  59  81]
  ...
  [ 43  64  92]
  [ 38  60  88]
  [ 38  60  88]]

 ...

 [[ 85 108 128]
  [ 86 110 130]
  [ 87 111 131]
  ...
  [ 64  67  76]
  [ 60  65  74]
  [ 61  64  75]]

 [[ 84 108 128]
  [ 85 109 129]
  [ 86 110 130]
  ...
  [ 67  69  77]
  [ 61  66  73]
  [ 61  63  73]]

 [[ 84 108 128]
  [ 84 108 128]
  [ 86 110 130]
  ...
  [ 59  60  66]
  [ 63  66  74]
  [ 61  64  72]]]",0
"[[[ 73  90 108]
  [ 75  90 115]
  [ 87  91 112]
  ...
  [104 108 134]
  [ 97 105 135]
  [ 99 104 136]]

 [[ 74  90 102]
  [ 69  88 104]
  [ 76  90 112]
  ...
  [ 91 105 126]
  [ 97 105 132]
  [ 91 106 130]]

 [[ 77  91 110]
  [ 77  91 113]
  [ 73  91 108]
  ...
  [ 96 102 130]
  [ 90 101 131]
  [ 98 106 136]]

 ...

 [[  0   0   0]
  [  4   3   3]
  [  1   1   1]
  ...
  [ 39  37  28]
  [ 52  40  34]
  [ 57  46  35]]

 [[  4   4   4]
  [  2   1   1]
  [  1   1   1]
  ...
  [ 48  43  41]
  [ 54  45  42]
  [ 56  37  29]]

 [[  1   1   1]
  [  3   3   3]
  [  9   9   9]
  ...
  [ 48  40  36]
  [ 44  39  28]
  [ 37  38  31]]]",0
"[[[ 27  79  92]
  [ 31  81  91]
  [ 54  89 109]
  ...
  [122 119 115]
  [121 133 133]
  [149 162 158]]

 [[ 40  77  92]
  [ 85 117 130]
  [ 77 119 124]
  ...
  [ 73  73  72]
  [ 84 103 102]
  [ 79  76  75]]

 [[ 42  76  92]
  [ 82 104 123]
  [ 81 113 125]
  ...
  [157 182 184]
  [120 165 158]
  [112 164 151]]

 ...

 [[ 69 100 104]
  [ 70 100 109]
  [ 57 101 113]
  ...
  [  4  20  77]
  [  4  84 140]
  [  3 112 164]]

 [[ 63 100 112]
  [ 65 102 111]
  [ 65 100 110]
  ...
  [  9  30  80]
  [  4  94 150]
  [  0 106 160]]

 [[ 64  96 104]
  [ 66 101 112]
  [ 65 102 107]
  ...
  [  1  29  85]
  [  0 100 149]
  [  0  98 140]]]",0
"[[[ 85  87 105]
  [ 85  87 105]
  [ 86  88 106]
  ...
  [148 150 168]
  [147 149 167]
  [145 147 165]]

 [[ 85  87 105]
  [ 86  88 106]
  [ 85  87 105]
  ...
  [150 152 170]
  [149 151 169]
  [149 151 169]]

 [[ 85  87 105]
  [ 85  87 105]
  [ 85  87 105]
  ...
  [156 158 176]
  [153 155 174]
  [152 154 172]]

 ...

 [[ 38  50  66]
  [ 34  48  64]
  [ 31  52  67]
  ...
  [ 70  99 114]
  [ 71  98 113]
  [ 72 100 115]]

 [[ 28  50  65]
  [ 29  50  65]
  [ 29  50  65]
  ...
  [ 70  97 119]
  [ 79  93 116]
  [ 73  98 119]]

 [[ 38  48  65]
  [ 41  45  63]
  [ 30  46  62]
  ...
  [ 80 101 116]
  [ 80 101 116]
  [ 78  99 114]]]",0
"[[[141 166 194]
  [168 190 213]
  [162 186 211]
  ...
  [255 255 255]
  [190 188 204]
  [183 196 209]]

 [[141 168 196]
  [166 189 214]
  [163 187 211]
  ...
  [255 255 255]
  [191 190 204]
  [183 196 210]]

 [[141 170 197]
  [166 188 213]
  [164 187 211]
  ...
  [255 255 255]
  [190 189 203]
  [186 198 213]]

 ...

 [[119 160 186]
  [119 160 185]
  [117 161 186]
  ...
  [204 214 226]
  [211 223 233]
  [203 219 228]]

 [[117 160 187]
  [117 161 185]
  [116 160 184]
  ...
  [205 219 231]
  [211 223 233]
  [209 221 233]]

 [[120 161 186]
  [119 160 185]
  [117 160 186]
  ...
  [209 221 233]
  [204 217 229]
  [208 222 234]]]",0
"[[[  8  10  21]
  [ 11  11  20]
  [ 10  11  21]
  ...
  [134 114 103]
  [122 115 100]
  [128 114 103]]

 [[ 12  15  23]
  [ 14   8  25]
  [ 11  14  22]
  ...
  [134 112 101]
  [134 117 111]
  [129 112 103]]

 [[ 15  14  36]
  [  9  13  26]
  [  7  12  18]
  ...
  [138 116 106]
  [132 110 102]
  [125 113 102]]

 ...

 [[ 23  24  34]
  [ 22  25  34]
  [ 19  19  32]
  ...
  [  6   7  17]
  [  9   9  14]
  [  6   7  14]]

 [[ 23  22  31]
  [ 17  19  29]
  [ 15  19  20]
  ...
  [  7  10  15]
  [  8  10  18]
  [  6   9  13]]

 [[ 19  21  29]
  [ 16  18  27]
  [ 12  12  25]
  ...
  [  4   8  13]
  [  4  10  14]
  [  8   7   9]]]",0
"[[[116 112 107]
  [116 112 107]
  [114 110 105]
  ...
  [ 89  85  80]
  [ 89  83  78]
  [ 95  91  86]]

 [[122 116 111]
  [118 112 107]
  [122 116 111]
  ...
  [ 97  91  86]
  [ 98  92  87]
  [ 99  93  88]]

 [[116 110 105]
  [118 112 107]
  [121 115 110]
  ...
  [ 92  88  83]
  [ 98  92  87]
  [103  97  92]]

 ...

 [[109  96  83]
  [119 104  88]
  [123 107  94]
  ...
  [ 99  82  65]
  [ 93  80  61]
  [122 111  96]]

 [[ 81  66  53]
  [ 99  86  71]
  [110  97  82]
  ...
  [ 88  74  60]
  [100  90  73]
  [118 103  87]]

 [[102  88  70]
  [ 84  74  57]
  [106  94  81]
  ...
  [ 57  45  28]
  [136 123 109]
  [ 79  69  51]]]",0
"[[[ 91  88  84]
  [ 94  88  84]
  [ 95  89  90]
  ...
  [ 89  81  82]
  [ 90  84  80]
  [ 88  83  84]]

 [[ 92  86  91]
  [ 94  89  86]
  [ 93  85  86]
  ...
  [ 91  90  86]
  [ 88  85  87]
  [ 87  88  80]]

 [[ 91  89  89]
  [ 91  87  81]
  [ 97  91  89]
  ...
  [ 92  89  85]
  [ 93  89  94]
  [ 92  88  84]]

 ...

 [[166 160 161]
  [163 159 158]
  [164 158 161]
  ...
  [ 74  64  54]
  [ 76  66  50]
  [ 75  66  52]]

 [[165 159 160]
  [164 159 159]
  [162 160 160]
  ...
  [ 60  61  52]
  [ 51  45  38]
  [ 70  61  48]]

 [[164 158 159]
  [162 158 159]
  [164 159 157]
  ...
  [ 28  23  20]
  [ 23  23  23]
  [ 37  34  30]]]",0
"[[[255 255 255]
  [255 255 255]
  [255 254 254]
  ...
  [167 180 186]
  [167 177 182]
  [166 182 181]]

 [[255 255 255]
  [255 254 255]
  [255 255 255]
  ...
  [171 180 186]
  [168 179 186]
  [170 180 185]]

 [[253 238 230]
  [255 247 245]
  [253 255 248]
  ...
  [169 178 182]
  [168 181 184]
  [173 178 185]]

 ...

 [[ 76  79  88]
  [ 68  68  71]
  [ 71  80  86]
  ...
  [ 86  96 108]
  [ 93 101 102]
  [ 78  81  86]]

 [[ 69  75  87]
  [ 64  69  76]
  [ 66  71  74]
  ...
  [ 88  97 105]
  [ 83  88  97]
  [ 82  88 100]]

 [[ 70  79  89]
  [ 72  75  79]
  [ 74  77  87]
  ...
  [ 90 101 111]
  [ 85  97 103]
  [ 87  93  98]]]",0
"[[[  3  20  66]
  [  4  15  59]
  [  3  13  47]
  ...
  [  4  54 118]
  [  6  58 125]
  [  5  58 125]]

 [[  2  22  70]
  [  2  22  60]
  [  2  12  46]
  ...
  [  1  48 116]
  [  2  46 111]
  [  1  51 123]]

 [[  3  24  72]
  [  1  19  61]
  [  3  15  49]
  ...
  [  7  75 154]
  [  4  57 129]
  [  4  58 128]]

 ...

 [[  2   0   9]
  [  4  15  54]
  [  2  12  52]
  ...
  [  1   1  13]
  [  0   0  12]
  [  0   1  11]]

 [[  1   1  11]
  [  2   1   9]
  [  6  15  55]
  ...
  [  1   1  14]
  [  0   0  10]
  [  5   6  16]]

 [[  1   0  11]
  [  2   1  18]
  [  1   2  14]
  ...
  [  2   2  15]
  [  0   1  11]
  [  1   1   9]]]",0
